"Series_Reference","Period","Data_Value","Status Code","Type","Group","Description"
"CPIQ.SE9S113",NA,NA,NA,"CPI seasonal adjusted","Subgroup","Personal effects"
"CPIQ.SE9S11301",NA,NA,NA,"CPI seasonal adjusted","Class","Jewellery and watches"
"CPIQ.SE9S11302","2023.09",975,"FINAL","CPI seasonal adjusted","Class","Other personal effects"
"CPIQ.SE9S114",NA,NA,NA,"CPI seasonal adjusted","Subgroup","Insurance"
"CPIQ.SE9S11401",NA,NA,NA,"CPI seasonal adjusted","Class","Life insurance"
"CPIQ.SE9S11402",NA,NA,NA,"CPI seasonal adjusted","Class","Dwelling insurance"
"CPIQ.SE9S11403",NA,NA,NA,"CPI seasonal adjusted","Class","Contents insurance"
"CPIQ.SE9S11404",NA,NA,NA,"CPI seasonal adjusted","Class","Health insurance"
"CPIQ.SE9S11405",NA,NA,NA,"CPI seasonal adjusted","Class","Vehicle insurance"
"CPIQ.SE9S115",NA,NA,NA,"CPI seasonal adjusted","Subgroup","Credit services"
"CPIQ.SE9S11501",NA,NA,NA,"CPI seasonal adjusted","Class","Direct credit service charges"
"CPIQ.SE9S116",NA,NA,NA,"CPI seasonal adjusted","Subgroup","Other miscellaneous services"
"CPIQ.SE9S11601",NA,NA,NA,"CPI seasonal adjusted","Class","Vocational services"
"CPIQ.SE9S11602",NA,NA,NA,"CPI seasonal adjusted","Class","Professional services"
"CPIQ.SE9S11603",NA,NA,NA,"CPI seasonal adjusted","Class","Real estate services"
"CPIQ.SE9S11604",NA,NA,NA,"CPI seasonal adjusted","Class","Other miscellaneous services nec"
"CPIQ.SE9SA","2023.09",1250,"FINAL","CPI seasonal adjusted","All Groups","All Groups"
"CPIQ.SE9SNS6000","2023.09",1197,"FINAL","CPI seasonal adjusted","All Groups","Tradable All Groups"
"CPIQ.SE9SNS6500","2023.09",1292,"FINAL","CPI seasonal adjusted","All Groups","Non-Tradable All Groups"
"CPIQ.SE9TN01","2023.09",1358,"FINAL","Non-tradable","Group","Food"
"CPIQ.SE9TN012","2023.09",1197,"FINAL","Non-tradable","Subgroup","Meat, poultry and fish"
"CPIQ.SE9TN01201","2023.09",1197,"FINAL","Non-tradable","Class","Meat and poultry"
"CPIQ.SE9TN013","2023.09",1539,"FINAL","Non-tradable","Subgroup","Grocery food"
"CPIQ.SE9TN01301","2023.09",1324,"FINAL","Non-tradable","Class","Bread and cereals"
"CPIQ.SE9TN01302","2023.09",2190,"FINAL","Non-tradable","Class","Milk, cheese and eggs"
"CPIQ.SE9TN014","2023.09",1393,"FINAL","Non-tradable","Subgroup","Non-alcoholic beverages"
"CPIQ.SE9TN01402","2023.09",1393,"FINAL","Non-tradable","Class","Soft drinks, waters and juices"
"CPIQ.SE9TN015","2023.09",1347,"FINAL","Non-tradable","Subgroup","Restaurant meals and ready-to-eat food"
"CPIQ.SE9TN01501","2023.09",1304,"FINAL","Non-tradable","Class","Restaurant meals"
"CPIQ.SE9TN01502","2023.09",1370,"FINAL","Non-tradable","Class","Ready-to-eat food"
"CPIQ.SE9TN02","2023.09",1387,"FINAL","Non-tradable","Group","Alcoholic beverages and tobacco"
"CPIQ.SE9TN021","2023.09",1199,"FINAL","Non-tradable","Subgroup","Alcoholic beverages"
"CPIQ.SE9TN02101","2023.09",1194,"FINAL","Non-tradable","Class","Beer"
"CPIQ.SE9TN02102","2023.09",1212,"FINAL","Non-tradable","Class","Wine"
"CPIQ.SE9TN02103","2023.09",1222,"FINAL","Non-tradable","Class","Spirits and liqueurs"
"CPIQ.SE9TN022","2023.09",1548,"FINAL","Non-tradable","Subgroup","Cigarettes and tobacco"
"CPIQ.SE9TN02200","2023.09",1548,"FINAL","Non-tradable","Class","Cigarettes and tobacco"
"CPIQ.SE9TN03","2023.09",1285,"FINAL","Non-tradable","Group","Clothing and footwear"
"CPIQ.SE9TN031","2023.09",1285,"FINAL","Non-tradable","Subgroup","Clothing"
"CPIQ.SE9TN03107","2023.09",1285,"FINAL","Non-tradable","Class","Clothing services"
"CPIQ.SE9TN04","2023.09",1337,"FINAL","Non-tradable","Group","Housing and household utilities"
"CPIQ.SE9TN041","2023.09",1231,"FINAL","Non-tradable","Subgroup","Actual rentals for housing"
"CPIQ.SE9TN04101","2023.09",1231,"FINAL","Non-tradable","Class","Actual rentals for housing"
"CPIQ.SE9TN042","2023.09",1523,"FINAL","Non-tradable","Subgroup","Home ownership"
"CPIQ.SE9TN04201","2023.09",1523,"FINAL","Non-tradable","Class","Purchase of housing"
"CPIQ.SE9TN043","2023.09",1309,"FINAL","Non-tradable","Subgroup","Property maintenance"
"CPIQ.SE9TN04302","2023.09",1309,"FINAL","Non-tradable","Class","Property maintenance services"
"CPIQ.SE9TN044","2023.09",1466,"FINAL","Non-tradable","Subgroup","Property rates and related services"
"CPIQ.SE9TN04401","2023.09",1377,"FINAL","Non-tradable","Class","Water supply"
"CPIQ.SE9TN04402","2023.09",1396,"FINAL","Non-tradable","Class","Refuse disposal and recycling"
"CPIQ.SE9TN04403","2023.09",1484,"FINAL","Non-tradable","Class","Local authority rates and payments"
"CPIQ.SE9TN04404","2023.09",1156,"FINAL","Non-tradable","Class","Other property related services"
"CPIQ.SE9TN045","2023.09",1109,"FINAL","Non-tradable","Subgroup","Household energy"
"CPIQ.SE9TN04501","2023.09",1094,"FINAL","Non-tradable","Class","Electricity"
"CPIQ.SE9TN04502","2023.09",1245,"FINAL","Non-tradable","Class","Gas"
"CPIQ.SE9TN05","2023.09",1394,"FINAL","Non-tradable","Group","Household contents and services"
"CPIQ.SE9TN053","2023.09",1375,"FINAL","Non-tradable","Subgroup","Household appliances"
"CPIQ.SE9TN05303","2023.09",1375,"FINAL","Non-tradable","Class","Repair and hire of household appliances"
"CPIQ.SE9TN055","2023.09",1405,"FINAL","Non-tradable","Subgroup","Tools and equipment for house and garden"
"CPIQ.SE9TN05501","2023.09",1405,"FINAL","Non-tradable","Class","Major tools and equipment for the house and garden"
"CPIQ.SE9TN056","2023.09",1395,"FINAL","Non-tradable","Subgroup","Other household supplies and services"
"CPIQ.SE9TN05602","2023.09",1395,"FINAL","Non-tradable","Class","Other household services"
"CPIQ.SE9TN06","2023.09",1165,"FINAL","Non-tradable","Group","Health"
"CPIQ.SE9TN061","2023.09",326,"FINAL","Non-tradable","Subgroup","Medical products, appliances and equipment"
"CPIQ.SE9TN06101","2023.09",127,"FINAL","Non-tradable","Class","Pharmaceutical products"
"CPIQ.SE9TN06103","2023.09",1096,"FINAL","Non-tradable","Class","Therapeutic appliances and equipment"
"CPIQ.SE9TN062","2023.09",1195,"FINAL","Non-tradable","Subgroup","Out-patient services"
"CPIQ.SE9TN06201","2023.09",1147,"FINAL","Non-tradable","Class","Medical services"
"CPIQ.SE9TN06202","2023.09",1268,"FINAL","Non-tradable","Class","Dental services"
"CPIQ.SE9TN06203","2023.09",1228,"FINAL","Non-tradable","Class","Paramedical services"
"CPIQ.SE9TN063","2023.09",1356,"FINAL","Non-tradable","Subgroup","Hospital services"
"CPIQ.SE9TN06300","2023.09",1356,"FINAL","Non-tradable","Class","Hospital services"
"CPIQ.SE9TN07","2023.09",1295,"FINAL","Non-tradable","Group","Transport"
"CPIQ.SE9TN072","2023.09",1204,"FINAL","Non-tradable","Subgroup","Private transport supplies and services"
"CPIQ.SE9TN07204","2023.09",1256,"FINAL","Non-tradable","Class","Vehicle servicing and repairs"
"CPIQ.SE9TN07205","2023.09",1141,"FINAL","Non-tradable","Class","Other private transport services"
"CPIQ.SE9TN073","2023.09",1425,"FINAL","Non-tradable","Subgroup","Passenger transport services"
"CPIQ.SE9TN07301","2023.09",905,"FINAL","Non-tradable","Class","Rail passenger transport"
"CPIQ.SE9TN07302","2023.09",1069,"FINAL","Non-tradable","Class","Road passenger transport"
"CPIQ.SE9TN07303","2023.09",1723,"FINAL","Non-tradable","Class","Domestic air transport"
"CPIQ.SE9TN07305","2023.09",1236,"FINAL","Non-tradable","Class","Sea passenger transport"
"CPIQ.SE9TN08","2023.09",971,"FINAL","Non-tradable","Group","Communication"
"CPIQ.SE9TN081","2023.09",1327,"FINAL","Non-tradable","Subgroup","Postal services"
"CPIQ.SE9TN08100","2023.09",1327,"FINAL","Non-tradable","Class","Postal services"
"CPIQ.SE9TN083","2023.09",955,"FINAL","Non-tradable","Subgroup","Telecommunication services"
"CPIQ.SE9TN08300","2023.09",955,"FINAL","Non-tradable","Class","Telecommunication services"
"CPIQ.SE9TN09","2023.09",1244,"FINAL","Non-tradable","Group","Recreation and culture"
"CPIQ.SE9TN093","2023.09",1104,"FINAL","Non-tradable","Subgroup","Other recreational equipment and supplies"
"CPIQ.SE9TN09304","2023.09",1104,"FINAL","Non-tradable","Class","Pet-related products"
"CPIQ.SE9TN094","2023.09",1124,"FINAL","Non-tradable","Subgroup","Recreational and cultural services"
"CPIQ.SE9TN09401","2023.09",1184,"FINAL","Non-tradable","Class","Recreational and sporting services"
"CPIQ.SE9TN09402","2023.09",1010,"FINAL","Non-tradable","Class","Cultural services"
"CPIQ.SE9TN09403","2023.09",1366,"FINAL","Non-tradable","Class","Veterinary services"
"CPIQ.SE9TN095","2023.09",1530,"FINAL","Non-tradable","Subgroup","Newspapers, books and stationery"
"CPIQ.SE9TN09502","2023.09",1530,"FINAL","Non-tradable","Class","Newspapers and magazines"
"CPIQ.SE9TN096","2023.09",1707,"FINAL","Non-tradable","Subgroup","Accommodation services"
"CPIQ.SE9TN09601","2023.09",1707,"FINAL","Non-tradable","Class","Domestic accommodation services"
"CPIQ.SE9TN10","2023.09",1077,"FINAL","Non-tradable","Group","Education"
"CPIQ.SE9TN101","2023.09",1192,"FINAL","Non-tradable","Subgroup","Early childhood education"
"CPIQ.SE9TN10100","2023.09",1192,"FINAL","Non-tradable","Class","Early childhood education"
"CPIQ.SE9TN102","2023.09",1173,"FINAL","Non-tradable","Subgroup","Primary and secondary education"
"CPIQ.SE9TN10200","2023.09",1173,"FINAL","Non-tradable","Class","Primary and secondary education"
"CPIQ.SE9TN103","2023.09",930,"FINAL","Non-tradable","Subgroup","Tertiary and other post school education"
"CPIQ.SE9TN10300","2023.09",930,"FINAL","Non-tradable","Class","Tertiary and other post school education"
"CPIQ.SE9TN104","2023.09",1152,"FINAL","Non-tradable","Subgroup","Other educational fees"
"CPIQ.SE9TN10400","2023.09",1152,"FINAL","Non-tradable","Class","Other educational fees"
"CPIQ.SE9TN11","2023.09",1267,"FINAL","Non-tradable","Group","Miscellaneous goods and services"
"CPIQ.SE9TN111","2023.09",1257,"FINAL","Non-tradable","Subgroup","Personal care"
"CPIQ.SE9TN11101","2023.09",1257,"FINAL","Non-tradable","Class","Hairdressing and personal grooming services"
"CPIQ.SE9TN113","2023.09",1635,"FINAL","Non-tradable","Subgroup","Personal effects"
"CPIQ.SE9TN11301","2023.09",1635,"FINAL","Non-tradable","Class","Jewellery and watches"
"CPIQ.SE9TN114","2023.09",1318,"FINAL","Non-tradable","Subgroup","Insurance"
"CPIQ.SE9TN11401","2023.09",1058,"FINAL","Non-tradable","Class","Life insurance"
"CPIQ.SE9TN11402","2023.09",1631,"FINAL","Non-tradable","Class","Dwelling insurance"
"CPIQ.SE9TN11403","2023.09",1472,"FINAL","Non-tradable","Class","Contents insurance"
"CPIQ.SE9TN11404","2023.09",1473,"FINAL","Non-tradable","Class","Health insurance"
"CPIQ.SE9TN11405","2023.09",1434,"FINAL","Non-tradable","Class","Vehicle insurance"
"CPIQ.SE9TN115","2023.09",776,"FINAL","Non-tradable","Subgroup","Credit services"
"CPIQ.SE9TN11501","2023.09",776,"FINAL","Non-tradable","Class","Direct credit service charges"
"CPIQ.SE9TN116","2023.09",1247,"FINAL","Non-tradable","Subgroup","Other miscellaneous services"
"CPIQ.SE9TN11601","2023.09",1120,"FINAL","Non-tradable","Class","Vocational services"
"CPIQ.SE9TN11602","2023.09",1409,"FINAL","Non-tradable","Class","Professional services"
"CPIQ.SE9TN11603","2023.09",1274,"FINAL","Non-tradable","Class","Real estate services"
"CPIQ.SE9TN11604","2023.09",1158,"FINAL","Non-tradable","Class","Other miscellaneous services nec"
"CPIQ.SE9TT01","2023.09",1258,"FINAL","Tradeable","Group","Food"
"CPIQ.SE9TT011","2023.09",1323,"FINAL","Tradeable","Subgroup","Fruit and vegetables"
"CPIQ.SE9TT01101","2023.09",1211,"FINAL","Tradeable","Class","Fruit"
"CPIQ.SE9TT01102","2023.09",1394,"FINAL","Tradeable","Class","Vegetables"
"CPIQ.SE9TT012","2023.09",1299,"FINAL","Tradeable","Subgroup","Meat, poultry and fish"
"CPIQ.SE9TT01201","2023.09",1290,"FINAL","Tradeable","Class","Meat and poultry"
"CPIQ.SE9TT01202","2023.09",1331,"FINAL","Tradeable","Class","Fish and other seafood"
"CPIQ.SE9TT013","2023.09",1240,"FINAL","Tradeable","Subgroup","Grocery food"
"CPIQ.SE9TT01301","2023.09",1254,"FINAL","Tradeable","Class","Bread and cereals"
"CPIQ.SE9TT01302","2023.09",1223,"FINAL","Tradeable","Class","Milk, cheese and eggs"
"CPIQ.SE9TT01303","2023.09",1192,"FINAL","Tradeable","Class","Oils and fats"
"CPIQ.SE9TT01304","2023.09",1249,"FINAL","Tradeable","Class","Food additives and condiments"
"CPIQ.SE9TT01305","2023.09",1259,"FINAL","Tradeable","Class","Confectionery, nuts and snacks"
"CPIQ.SE9TT01306","2023.09",1226,"FINAL","Tradeable","Class","Other grocery food"
"CPIQ.SE9TT014","2023.09",1168,"FINAL","Tradeable","Subgroup","Non-alcoholic beverages"
"CPIQ.SE9TT01401","2023.09",1153,"FINAL","Tradeable","Class","Coffee, tea and other hot drinks"
"CPIQ.SE9TT01402","2023.09",1173,"FINAL","Tradeable","Class","Soft drinks, waters and juices"
"CPIQ.SE9TT02","2023.09",1197,"FINAL","Tradeable","Group","Alcoholic beverages and tobacco"
"CPIQ.SE9TT021","2023.09",1200,"FINAL","Tradeable","Subgroup","Alcoholic beverages"
"CPIQ.SE9TT02102","2023.09",1152,"FINAL","Tradeable","Class","Wine"
"CPIQ.SE9TT02103","2023.09",1267,"FINAL","Tradeable","Class","Spirits and liqueurs"
"CPIQ.SE9TT022","2023.09",982,"FINAL","Tradeable","Subgroup","Cigarettes and tobacco"
"CPIQ.SE9TT02200","2023.09",982,"FINAL","Tradeable","Class","Cigarettes and tobacco"
"CPIQ.SE9TT03","2023.09",1061,"FINAL","Tradeable","Group","Clothing and footwear"
"CPIQ.SE9TT031","2023.09",1060,"FINAL","Tradeable","Subgroup","Clothing"
"CPIQ.SE9TT03102","2023.09",1100,"FINAL","Tradeable","Class","Men's clothing"
"CPIQ.SE9TT03103","2023.09",1035,"FINAL","Tradeable","Class","Women's clothing"
"CPIQ.SE9TT03104","2023.09",1088,"FINAL","Tradeable","Class","Children's and infants' clothing"
"CPIQ.SE9TT03105","2023.09",986,"FINAL","Tradeable","Class","Clothing accessories"
"CPIQ.SE9TT03106","2023.09",1172,"FINAL","Tradeable","Class","Knitting and sewing supplies"
"CPIQ.SE9TT032","2023.09",1066,"FINAL","Tradeable","Subgroup","Footwear"
"CPIQ.SE9TT03202","2023.09",1071,"FINAL","Tradeable","Class","Men's footwear"
"CPIQ.SE9TT03203","2023.09",1058,"FINAL","Tradeable","Class","Women's footwear"
"CPIQ.SE9TT03204","2023.09",1095,"FINAL","Tradeable","Class","Children's and infants' footwear"
"CPIQ.SE9TT04","2023.09",1286,"FINAL","Tradeable","Group","Housing and household utilities"
"CPIQ.SE9TT043","2023.09",1269,"FINAL","Tradeable","Subgroup","Property maintenance"
"CPIQ.SE9TT04301","2023.09",1269,"FINAL","Tradeable","Class","Property maintenance materials"
"CPIQ.SE9TT045","2023.09",1340,"FINAL","Tradeable","Subgroup","Household energy"
"CPIQ.SE9TT04503","2023.09",1340,"FINAL","Tradeable","Class","Solid fuels"
"CPIQ.SE9TT05","2023.09",1149,"FINAL","Tradeable","Group","Household contents and services"
"CPIQ.SE9TT051","2023.09",1197,"FINAL","Tradeable","Subgroup","Furniture, furnishings and floor coverings"
"CPIQ.SE9TT05101","2023.09",1213,"FINAL","Tradeable","Class","Furniture and furnishings"
"CPIQ.SE9TT05102","2023.09",1146,"FINAL","Tradeable","Class","Carpets and other floor coverings"
"CPIQ.SE9TT052","2023.09",1056,"FINAL","Tradeable","Subgroup","Household textiles"
"CPIQ.SE9TT05200","2023.09",1056,"FINAL","Tradeable","Class","Household textiles"
"CPIQ.SE9TT053","2023.09",1065,"FINAL","Tradeable","Subgroup","Household appliances"
"CPIQ.SE9TT05301","2023.09",1062,"FINAL","Tradeable","Class","Major household appliances"
"CPIQ.SE9TT05302","2023.09",1050,"FINAL","Tradeable","Class","Small electrical household appliances"
"CPIQ.SE9TT054","2023.09",1100,"FINAL","Tradeable","Subgroup","Glassware, tableware and household utensils"
"CPIQ.SE9TT05400","2023.09",1100,"FINAL","Tradeable","Class","Glassware, tableware and household utensils"
"CPIQ.SE9TT055","2023.09",1185,"FINAL","Tradeable","Subgroup","Tools and equipment for house and garden"
"CPIQ.SE9TT05501","2023.09",1084,"FINAL","Tradeable","Class","Major tools and equipment for the house and garden"
"CPIQ.SE9TT05502","2023.09",1245,"FINAL","Tradeable","Class","Small tools and accessories for the house and gard"
"CPIQ.SE9TT056","2023.09",1231,"FINAL","Tradeable","Subgroup","Other household supplies and services"
"CPIQ.SE9TT05601","2023.09",1231,"FINAL","Tradeable","Class","Cleaning products and other household supplies"
"CPIQ.SE9TT06","2023.09",1079,"FINAL","Tradeable","Group","Health"
"CPIQ.SE9TT061","2023.09",1079,"FINAL","Tradeable","Subgroup","Medical products, appliances and equipment"
"CPIQ.SE9TT06101","2023.09",1087,"FINAL","Tradeable","Class","Pharmaceutical products"
"CPIQ.SE9TT06102","2023.09",1098,"FINAL","Tradeable","Class","Other medical products"
"CPIQ.SE9TT06103","2023.09",1066,"FINAL","Tradeable","Class","Therapeutic appliances and equipment"
"CPIQ.SE9TT07","2023.09",1311,"FINAL","Tradeable","Group","Transport"
"CPIQ.SE9TT071","2023.09",1121,"FINAL","Tradeable","Subgroup","Purchase of vehicles"
"CPIQ.SE9TT07101","2023.09",1045,"FINAL","Tradeable","Class","Purchase of new motor cars"
"CPIQ.SE9TT07102","2023.09",1182,"FINAL","Tradeable","Class","Purchase of second-hand motor cars"
"CPIQ.SE9TT07103","2023.09",1106,"FINAL","Tradeable","Class","Purchase of motorcycles"
"CPIQ.SE9TT07104","2023.09",1252,"FINAL","Tradeable","Class","Purchase of bicycles"
"CPIQ.SE9TT072","2023.09",1487,"FINAL","Tradeable","Subgroup","Private transport supplies and services"
"CPIQ.SE9TT07201","2023.09",1298,"FINAL","Tradeable","Class","Vehicle parts and accessories"
"CPIQ.SE9TT07202","2023.09",1503,"FINAL","Tradeable","Class","Petrol"
"CPIQ.SE9TT07203","2023.09",1730,"FINAL","Tradeable","Class","Other vehicle fuels and lubricants"
"CPIQ.SE9TT073","2023.09",1511,"FINAL","Tradeable","Subgroup","Passenger transport services"
"CPIQ.SE9TT07304","2023.09",1511,"FINAL","Tradeable","Class","International air transport"
"CPIQ.SE9TT08","2023.09",476,"FINAL","Tradeable","Group","Communication"
"CPIQ.SE9TT082","2023.09",476,"FINAL","Tradeable","Subgroup","Telecommunication equipment"
"CPIQ.SE9TT08200","2023.09",476,"FINAL","Tradeable","Class","Telecommunication equipment"
"CPIQ.SE9TT09","2023.09",1160,"FINAL","Tradeable","Group","Recreation and culture"
"CPIQ.SE9TT091","2023.09",542,"FINAL","Tradeable","Subgroup","Audio-visual and computing equipment"
"CPIQ.SE9TT09101","2023.09",352,"FINAL","Tradeable","Class","Audio-visual equipment"
"CPIQ.SE9TT09102","2023.09",622,"FINAL","Tradeable","Class","Computing equipment"
"CPIQ.SE9TT09103","2023.09",1072,"FINAL","Tradeable","Class","Recording media"
"CPIQ.SE9TT092","2023.09",1333,"FINAL","Tradeable","Subgroup","Major recreational and cultural equipment"
"CPIQ.SE9TT09200","2023.09",1333,"FINAL","Tradeable","Class","Major recreational and cultural equipment"
"CPIQ.SE9TT093","2023.09",1276,"FINAL","Tradeable","Subgroup","Other recreational equipment and supplies"
"CPIQ.SE9TT09301","2023.09",1264,"FINAL","Tradeable","Class","Games, toys and hobbies"
"CPIQ.SE9TT09302","2023.09",1084,"FINAL","Tradeable","Class","Equipment for sport, camping and outdoor recreatio"
"CPIQ.SE9TT09303","2023.09",1252,"FINAL","Tradeable","Class","Plants, flowers and gardening supplies"
"CPIQ.SE9TT09304","2023.09",1448,"FINAL","Tradeable","Class","Pet-related products"
"CPIQ.SE9TT095","2023.09",1177,"FINAL","Tradeable","Subgroup","Newspapers, books and stationery"
"CPIQ.SE9TT09501","2023.09",1059,"FINAL","Tradeable","Class","Books"
"CPIQ.SE9TT09502","2023.09",1294,"FINAL","Tradeable","Class","Newspapers and magazines"
"CPIQ.SE9TT09504","2023.09",1262,"FINAL","Tradeable","Class","Stationery and drawing materials"
